,fX,fY,fZ,mQATruth
631,"[-3.404771089553833, -8.3095703125, -8.203895568847656, 4.283888339996338, 19.112201690673828, -3.404771089553833, -3.369286060333252, -8.239672660827637, 21.431888580322266]","[8.667767524719238, -4.204010009765625, -4.406671047210693, -14.440470695495605, -13.993620872497559, 8.667767524719238, 8.681622505187988, -4.3394060134887695, -15.692054748535156]","[165.2620849609375, 151.7640380859375, 178.7950439453125, 165.2613525390625, 153.1590576171875, 155.2479248046875, 182.2789306640625, 168.745849609375, 167.3509521484375]",0
632,"[8.444965362548828, -1.5735118389129639, 14.937627792358398, 8.444965362548828, 10.056866645812988, -1.5735118389129639, -1.7908738851547241, 14.937627792358398, 17.788793563842773]","[12.472428321838379, 20.752933502197266, -1.9355027675628662, 12.472428321838379, 14.853057861328125, 20.752933502197266, 23.61970329284668, -1.9355027675628662, -2.3049349784851074]","[165.2620849609375, 166.6571044921875, 165.2620849609375, 155.2479248046875, 180.8839111328125, 153.8529052734375, 180.8839111328125, 155.2479248046875, 180.8839111328125]",0
633,"[12.148747444152832, 12.110467910766602, 23.515239715576172, 15.897603988647461, 1.7908738851547241, -6.435224533081055, -14.440470695495605, -22.811298370361328, -9.312480926513672, -6.956390380859375, -12.261422157287598, -9.714335441589355, -10.736641883850098, -13.915323257446289, -14.008332252502441, -1.7803211212158203, -3.466216802597046, 1.2721538543701172, -1.0616282224655151, -3.0291385650634766, 8.488017082214355, 4.865921497344971, 4.579844951629639, 7.836980819702148, 5.034212589263916, 14.208412170410156, 12.332584381103516, 13.038972854614258, -9.285846710205078, -11.684198379516602, -6.365878582000732, -6.361907958984375, -14.440470695495605, -5.377775192260742, -9.92106819152832, -6.544403553009033, -1.2946110963821411, -3.450331687927246, -6.833063125610352, -4.998246669769287, -14.644271850585938, -12.432156562805176, -11.632726669311523, -15.3392915725708, 0.590059220790863, 7.646517276763916, 5.034212589263916, 1.627962350845337, 8.552586555480957, 20.242341995239258, 9.848465919494629, 9.302197456359863, 12.181764602661133, 9.279775619506836]","[0.9711297154426575, 1.3681056499481201, 2.851512908935547, 13.432287216186523, 23.61970329284668, 0.17114652693271637, 4.283888339996338, 13.60922622680664, -0.01904691569507122, -10.007186889648438, -8.748510360717773, -7.359812259674072, -5.767119407653809, -19.16928482055664, -15.392426490783691, -6.186425685882568, -11.684198379516602, -9.225197792053223, -6.349358558654785, -14.754769325256348, -15.802135467529297, -4.214761257171631, -4.523983478546143, -5.030346870422363, -4.012244701385498, -10.948741912841797, 8.647905349731445, 19.775814056396484, 0.704063892364502, 3.466216802597046, 0.9575995802879333, 0.9836319088935852, 4.283888339996338, -7.6027750968933105, -7.078670024871826, -6.6252121925354, -6.305980205535889, -14.661995887756348, -10.091798782348633, -7.857492446899414, -10.358532905578613, -16.691364288330078, -13.654067993164062, -21.685768127441406, -9.293787956237793, -5.315395832061768, -4.012244701385498, -6.2282538414001465, -15.767281532287598, -12.302245140075684, -18.334880828857422, -0.4379177987575531, 0.37384915351867676, 0.7800090909004211]","[178.7950439453125, 178.7950439453125, 153.1590576171875, 166.6556396484375, 153.15869140625, 165.2620849609375, 165.2620849609375, 153.1590576171875, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 166.6571044921875, 166.6571044921875, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 166.6571044921875, 151.7640380859375, 178.7950439453125, 178.7950439453125, 178.7950439453125, 153.1590576171875, 182.2647705078125, 180.8831787109375, 155.247802734375, 155.2479248046875, 182.2789306640625, 182.2789306640625, 182.2789306640625, 155.2479248046875, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.745849609375, 182.2789306640625, 182.27880859375, 180.8839111328125, 153.8529052734375, 153.8529052734375, 180.8839111328125, 155.2479248046875, 168.745849609375, 168.7459716796875, 182.2789306640625, 153.8529052734375, 167.350830078125, 180.8839111328125, 155.2479248046875, 168.745849609375, 168.745849609375]",0
634,"[9.249286651611328, 12.608933448791504, 12.098870277404785, 0.3240152597427368, 0.40044963359832764, 12.608933448791504, 0.3240152597427368, 15.015617370605469, 9.24477767944336]","[1.0832172632217407, 8.239764213562012, 1.4671372175216675, 12.183192253112793, 15.057175636291504, 8.239764213562012, 12.183192253112793, 9.812499046325684, 1.12104332447052]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 155.2479248046875, 168.745849609375, 180.8839111328125, 168.745849609375]",0
635,"[5.790979862213135, 8.377243041992188, 5.171862602233887, 5.91923189163208, -17.878501892089844, -4.900240421295166, 5.171862602233887, -4.883121967315674, -4.900240421295166, 8.377243041992188]","[2.811753511428833, 4.067488193511963, 17.175731658935547, 19.95301628112793, 19.644989013671875, -4.174811363220215, 17.175731658935547, -4.194821357727051, -4.174811363220215, 4.067488193511963]","[151.7640380859375, 178.7950439453125, 153.1590576171875, 180.1900634765625, 153.1590576171875, 165.2620849609375, 167.3509521484375, 155.2479248046875, 182.2789306640625, 168.7459716796875]",0
636,"[9.309207916259766, 12.183192253112793, 1.981782078742981, 2.0068199634552, 1.2171294689178467, 2.0068199634552, 1.2171294689178467, 1.2429776191711426, 12.183192253112793]","[0.247580885887146, 0.3240152597427368, 6.124863147735596, 6.116704940795898, -6.32139253616333, 6.116704940795898, -6.32139253616333, -6.316360950469971, 0.3240152597427368]","[151.7640380859375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 165.2620849609375, 168.7459716796875, 155.2479248046875, 182.2789306640625, 168.745849609375]",0
637,"[5.911595344543457, 11.466646194458008, 9.30687141418457, 6.234860897064209, 8.016823768615723, 12.178298950195312, 12.180133819580078, 9.019362449645996, 16.892541885375977, -6.971426010131836, -21.266056060791016, -8.722314834594727, -8.377243041992188, -7.75092077255249, -4.194821357727051, -4.671409606933594, -14.703232765197754, -2.8402674198150635, -5.219168186187744, -0.8559021353721619, -1.12104332447052, 1.2429776191711426, -5.334588050842285, -1.9606902599334717, -1.8874777555465698, -8.472983360290527, 5.470667839050293, 3.9293394088745117, 5.5014495849609375, 4.174811363220215, 7.1622748374938965, 14.811795234680176, 22.294923782348633, -6.971426010131836, -7.934445381164551, -11.778648376464844, -5.8905487060546875, -6.43587064743042, -18.86852264404297, -7.836980819702148, -3.845381736755371, -4.671409606933594, -7.127568244934082, -1.6648993492126465, -10.092509269714355, -6.705023288726807, -4.689489364624023, -6.8982648849487305, 5.5014495849609375, 9.311545372009277, 9.31014347076416, 12.180133819580078, 9.019362449645996, 15.625236511230469]","[2.5484201908111572, 4.129306316375732, 0.32373252511024475, 1.6024714708328247, 4.738480567932129, 0.4734973609447479, 0.42367681860923767, 2.318138360977173, 12.157392501831055, 19.610185623168945, 10.433239936828613, -3.262495517730713, -4.067488193511963, -9.405231475830078, -4.883121967315674, -4.4293718338012695, -3.270146608352661, -11.851921081542969, -14.129373550415039, -9.273083686828613, -9.24477767944336, -6.316360950469971, -14.086201667785645, -12.028751373291016, -23.612180709838867, -19.009700775146484, -7.5362091064453125, -5.099185943603516, -7.513767719268799, -4.900240421295166, 5.951846599578857, 10.117541313171387, 14.439624786376953, 19.610185623168945, 22.31909942626953, -3.130272626876831, 2.596698522567749, 0.1448211371898651, 8.782880783081055, -5.030346870422363, -5.16279411315918, -4.4293718338012695, -13.269389152526855, -12.073246002197266, -11.181241989135742, -6.46260929107666, -4.410226345062256, -16.558013916015625, -7.513767719268799, -0.13332393765449524, 0.2094985395669937, 0.42367681860923767, 2.318138360977173, -8.80942153930664]","[151.7640380859375, 151.7640380859375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 178.7950439453125, 166.656982421875, 166.6571044921875, 166.6571044921875, 151.7640380859375, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 151.7640380859375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 153.1590576171875, 180.1900634765625, 151.7640380859375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 182.2789306640625, 153.8529052734375, 180.8837890625, 153.8529052734375, 180.8839111328125, 168.745849609375, 182.2789306640625, 182.27880859375, 153.8529052734375, 155.247802734375, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.745849609375, 182.2789306640625, 182.2789306640625, 182.2789306640625, 167.3509521484375, 168.745849609375, 155.2479248046875, 168.745849609375, 168.745849609375, 168.745849609375, 180.8837890625]",0
638,"[14.086201667785645, 7.014051914215088, 6.963701248168945, 16.77485466003418, -12.295186042785645, -13.915323257446289, 14.980628967285156, 7.014051914215088, 6.963701248168945, 7.014051914215088, -12.295186042785645, 12.12634563446045, 14.086201667785645, 14.980628967285156]","[5.334588050842285, 6.125824928283691, 6.183002948760986, 6.352808475494385, 16.79251480102539, 19.16928482055664, -1.5683320760726929, 6.125824928283691, 6.183002948760986, 6.125824928283691, 16.79251480102539, -1.219388484954834, 5.334588050842285, -1.5683320760726929]","[151.7640380859375, 165.2620849609375, 165.2620849609375, 180.1900634765625, 153.1590576171875, 180.1900634765625, 165.2620849609375, 155.2479248046875, 155.247802734375, 182.2789306640625, 167.3509521484375, 155.2479248046875, 168.745849609375, 182.2789306640625]",0
639,"[8.936952590942383, 10.258910179138184, -8.748714447021484, -11.432480812072754, -20.19907569885254, -22.965795516967773, -0.8559021353721619, -0.893827497959137, 26.478038787841797, 10.171486854553223, -8.735587120056152, -22.98933982849121, -0.893827497959137, 26.394611358642578]","[18.796037673950195, 21.35070037841797, -3.191027879714966, -4.222978591918945, -5.015722274780273, -5.802577018737793, -9.273083686828613, -9.269505500793457, -2.1165647506713867, 21.392486572265625, -3.2267887592315674, -5.708584785461426, -9.269505500793457, -2.9817686080932617]","[153.1590576171875, 180.1900634765625, 151.7640380859375, 178.7950439453125, 153.1590576171875, 180.1900634765625, 151.7640380859375, 178.7950439453125, 166.6553955078125, 167.3509521484375, 168.745849609375, 167.3509521484375, 168.745849609375, 180.882080078125]",0
640,"[11.662989616394043, -3.950165271759033, -5.7143168449401855, 11.662989616394043, 10.4529447555542, 11.740579605102539, 14.72852611541748, 15.441801071166992, 12.23513412475586, 10.23837947845459, -5.7143168449401855]","[9.53171443939209, 5.083070278167725, 7.353178977966309, 9.53171443939209, 10.845037460327148, 9.435978889465332, 10.23837947845459, 9.127140998840332, 13.116989135742188, 14.72852611541748, 7.353178977966309]","[165.2620849609375, 151.7640380859375, 178.7950439453125, 155.2479248046875, 182.2789306640625, 182.2789306640625, 180.8839111328125, 180.8839111328125, 180.8839111328125, 180.8839111328125, 168.745849609375]",0
641,"[5.368025779724121, 2.8590362071990967, 1.7803211212158203, 2.329103946685791, 0.9836319088935852, 3.9411394596099854, 2.5387864112854004, -8.426526069641113, -1.1912610530853271, -0.7061871290206909, 0.6384193301200867, 6.132918357849121, 6.056741714477539, 4.917276859283447, 4.836502552032471, 3.6959927082061768, 4.3394060134887695, 1.6788620948791504, 0.06583219766616821, 1.1394646167755127, 2.721497058868408, 4.134582042694092, -0.8179624676704407, -9.291296005249023, -9.106616973876953, -17.92395782470703, -0.35531938076019287, -3.607314348220825, 1.5683320760726929, 2.524216890335083, 5.942017555236816, 6.116704940795898, 6.056741714477539, 6.164112567901611, 6.074382781982422, 6.056741714477539]","[10.941638946533203, 5.767782688140869, 6.186425685882568, 6.001389980316162, 6.361907958984375, 11.532673835754395, 8.959755897521973, 3.9643802642822266, -6.326318264007568, -26.553110122680664, -20.802705764770508, -1.9567110538482666, -2.1811208724975586, -4.154731750488281, -7.958071231842041, 5.270772933959961, 8.239672660827637, 6.21472692489624, 6.437163352966309, 6.33585262298584, 8.905959129333496, 4.934231281280518, 9.276507377624512, 0.6280714869499207, 1.9473545551300049, 0.6968910098075867, -6.42768669128418, -17.571033477783203, -14.980628967285156, -5.921970367431641, -10.64084529876709, -2.0068199634552, -2.1811208724975586, -1.8561040163040161, -2.1314969062805176, -2.1811208724975586]","[178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 165.2618408203125, 178.7950439453125, 180.1900634765625, 166.656982421875, 165.2620849609375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 155.2479248046875, 168.745849609375, 168.745849609375, 168.745849609375, 168.745849609375, 168.745849609375, 182.2789306640625, 182.2789306640625, 182.27880859375, 182.27880859375, 180.8836669921875, 168.745849609375, 167.3648681640625, 155.247802734375, 182.2786865234375, 182.27880859375, 155.2479248046875, 155.2479248046875, 182.2789306640625, 182.2789306640625, 182.2786865234375]",0
642,"[4.073720455169678, -6.390685558319092, -2.9763989448547363, -2.953024387359619, 4.073720455169678, 4.073720455169678, -2.953024387359619]","[4.984597206115723, -0.7749494314193726, -5.708104133605957, -5.720232009887695, 4.984597206115723, 4.984597206115723, -5.720232009887695]","[165.2620849609375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 155.2479248046875, 182.2789306640625, 168.7459716796875]",0
643,"[3.477353811264038, 6.393801689147949, 5.5551838874816895, 3.477353811264038, 5.030346870422363, 6.390685558319092, 5.744199752807617]","[5.417510032653809, 0.7488011717796326, -3.252897262573242, 5.417510032653809, 7.836980819702148, 0.7749494314193726, -2.906127691268921]","[165.2620849609375, 178.7950439453125, 178.7950439453125, 155.2479248046875, 182.2789306640625, 168.7459716796875, 182.2789306640625]",0
644,"[-15.250454902648926, -15.3392915725708, 4.012244701385498, 5.774282932281494, -15.250454902648926, -17.143310546875, 5.774282932281494]","[21.748334884643555, 21.685768127441406, -5.034212589263916, -7.306183338165283, 21.748334884643555, 20.28973388671875, -7.306183338165283]","[153.1590576171875, 153.1588134765625, 151.7640380859375, 178.7950439453125, 167.3509521484375, 167.3507080078125, 168.745849609375]",0
645,"[1.8308734893798828, 6.28395414352417, -5.403240203857422, 1.8561040163040161, 6.28395414352417, 6.278184413909912]","[-6.171653747558594, -1.397614598274231, 3.499485731124878, -6.164112567901611, -1.397614598274231, -1.42330801486969]","[165.2620849609375, 165.2620849609375, 168.7457275390625, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
646,"[-6.365878582000732, 3.4183924198150635, 9.219917297363281, -6.365878582000732, -6.365878582000732, 2.612002372741699, 3.4183924198150635, 9.219917297363281, 12.06633472442627]","[0.9575995802879333, -11.69827938079834, -1.3098798990249634, 0.9575995802879333, 0.9575995802879333, -8.938685417175293, -11.69827938079834, -1.3098798990249634, -1.7142722606658936]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
